Id	Name	NotIdentifiedName 	Notes
1329	Justice	Relic	"(Undead slaying, of Mind magic, of Body magic, -40 Speed, Good) Forged in the halcyon days at the beginning of the Church of the Sun, Justice is a powerful weapon for Good.  At the cost of a speed, Justice is one of the mightiest relics a Paladin or Cleric can wield for the Path of Light."
1330	Mekorig's Hammer	Relic	"(Of Spirit magic, Might +75, Air Resistance -50) This is the very hammer the great Mekorig the Blind used to turn out so much of the world's finest enchanted equipment during his many years as Master of the Mekorig Foundry.  The hammer's connection to the elements leaves the wielder vulnerable to elemental magic, but it is a small price to pay for the enhanced Self ability and Might the hammer provides."
1331	Hermes' Sandals	Sandals	"(+100 Speed, +50 Accuracy, +50 Air Resistance, Regenerate HP, Regenerate SP, Feather Falling) Rumored to be the footwear of a god, the winged sandals confer enormous power on the wearer."
1332	Cloak of the Sheep	Cloak	"(Immunity to disease, insanity, paralysis, poison, sleep, and stone conditions, Intellect -20, Personality -20) The cloak worn by the High Priest of Baa, though useful it seems to sap the will of the wearer slowly away."
1333	Elfbane	Two-Handed Sword	"(Of Shielding, Elf Slayer, Goblin) This sword was created by the goblins for their Chief at the time, Grogar.  Unfortunately, the goblins lost the war and Elfbane was lost for quite some time.  Enchanted to both slay elves, and protect its wielder from arrows, Elfbane truly lives up to its name.  A curious side effect of the enchantment renders the weapon unusable by all but a goblin."
1334	Mind's Eye	Helm	"(+15 Intellect, +15 Personality, Regenerate SP, Human) Mind's Eye was created by Mekorig for the Great Druid, Larette Weisman.  While enhancing both intellect and personality, Mind's Eye regenerates the wearer's mana and also provides head protection.  Unfortunately, Mind's Eye will only fit on the head of a human."
1335	Elven Chainmail	Chain Mail	"(of Recovery, +15 Speed, +15 Accuracy, Elven) Elven chainmail was more common before the wars against the humans and the goblins.  Centuries of combat combined with the degradation of armorsmithing skills have reduced the number of sets of Elven Chainmail to almost none.  The effect of using lighter materials and custom designing the armor to only fit elves grants the wearer more freedom of movement, allowing faster, more accurate attacks."
1336	Forge Gauntlets	Gauntlets	"(+30 Fire Resistance, +15 Might, +15 Endurance, Dwarven) Forge Gauntlets were created by Mekorig for his assistants to aid them in helping him.  Extending the already amazing dwarven might and endurance, the gauntlets also grant exceptional resistance to fire-- necessary in a forge as hot as Mekorig's."
1337	Hero's Belt	Belt	"(+5 Armsmaster skill, +15 Might, Regenerate HP, Male) Designed for Saint Perci, this belt confers martial prowess, exceptional strength, and regeneration.  Saint Perci used the belt quite extensively, but even with its help he wasn't able to stave off death at the hands of the Wromthrax the dragon."
1338	Lady's Escort	Ring	"(Water walking, Feather falling, of Protection, Female) A magical 'escort' designed by the mage Terrax for one of his female friends who had to travel quite far to reach him.  The ring protects the wearer from elements, falling, and drowning.  Unfortunately, she traveled to Erathia and the ring disappeared soon after."
1339	Clanker's Amulet	Amulet	"A mighty tool for alchemists, this amulet was the secret to Clanker's success.  "
1340	Lieutenant's Cutlass	Cutlass	"A fine steel weapon, this cutlass is sharpened and ready for action."
1341	Medusa's Mirror	Amulet	The user of this mirror is completely immune to stoning effects.  Would have been nice to have this earlier.  
1342	Lady Carmine's Dagger	Dagger	Nicks and scratches on this nasty blade show that it has seen plenty of action.  
1343	Villain's Blade	Sword	"William Setag would frequently slay prisoners with this blade to heal his own minor cuts and bruises.  The weapon is cold to the touch, and tingles in your hand."
1344	The Perfect Bow	Bow	"Quest Item:  Although of high quality, this bow doesn't seem to perform nearly as well as it should.  The string is too hard to pull back, it doesn't remain steady enough while aiming, and it seems a little off-balance."
1345	The Perfect Bow	Bow	"This bow seems to know its wielder's strength and adjusts itself accordingly.  You never have to struggle to pull the string back, and it's always easy to hold your shot until you're ready to fire.  Dozens of small advantages like this in the design of the bow make for the finest weapon of its type you have ever seen."
